country,iso3,year,case_id,case_id_words,decision_date_raw,decision_direction,judicial_body,type_of_law,v2juhcname,court_level,high_court,low_court,supranatl_court
Nigeria,NGA,2023,Nigeria_2023_01,thefederalhighcourtsittinginabujanigeriaheldthatthenationalbroadcastingcommissionnbchadviolatedtherighttoafairhearinginimposingfinesonbroadcaststationsamediarightsnongovernmentalorganizationappliedtoc,10-May-23,Expands Expression,First Instance Court,Constitutional Law,Supreme Court,low,,,
Nigeria,NGA,2023,Nigeria_2023_03,theoversightboardissuedasummarydecisionondecemberoverturningmetasdecisiontoremoveapostfeaturinganimageofyusufgagdianigerianpoliticianwiththecaptionpkkreferringtoafederalconstituencyinnigeriametahadrem,8-Dec-23,Expands Expression,Oversight Board,"International Human Rights Law, Meta's content policies",Supreme Court,oversight body,,,
Pakistan,PAK,2013,Pakistan_2013_02,thedistrictandsessionsjudgeofkarakpakistanconvictedtheaccusedaminullahwithimprisonmentforlifeandacquittedhiscoaccusedbrotherkhobniazforthemurderofjournalistmuhammadayubkhattakandawardedcompensationofr,11-Oct-13,Mixed Outcome,First Instance Court,Constitutional Law,Supreme Court of Pakistan (Ã¿Ï€Ã¿Ã˜Ã¿ÃŸÅ¸Ã‘Ã¿â„¢ Ã¿Ï€Ã¿âˆÅ¸Ã–â‚¬Ã¥Å¸âˆž Å¸Ã¦Ã¿ÃŸâ„Â©Ã¿â‰¥Ã¿â„¢Ã¿ÃŸÅ¸Ãœ),low,,,
Pakistan,PAK,2014,Pakistan_2014_02,injunethesupremecourtofpakistanorderedthefederalgovernmenttoformacouncilfortheprotectionofminorityrightsandreligiousharmonythecouncilwastaskedtoframepolicyrecommendationsthatwouldenhancetheprotectiono,19-Jun-14,Expands Expression,Supreme (court of final appeal),"Civil Law, Constitutional Law, International Human Rights Law, Islamic Jurisprudence",Supreme Court of Pakistan (Ã¿Ï€Ã¿Ã˜Ã¿ÃŸÅ¸Ã‘Ã¿â„¢ Ã¿Ï€Ã¿âˆÅ¸Ã–â‚¬Ã¥Å¸âˆž Å¸Ã¦Ã¿ÃŸâ„Â©Ã¿â‰¥Ã¿â„¢Ã¿ÃŸÅ¸Ãœ),high,,,
Pakistan,PAK,2014,Pakistan_2014_01,thepakistaniantiterrorismcourtconvictedsixmenofthemurderofwalikhanbabaratvreporterforgeonewsallmenbelongedtothemuttahidaqaumimovementthelargestpoliticalpartyinkarachiandarebelievedtohavetargetedbabarf,1-Mar-14,Expands Expression,First Instance Court,Criminal Law,Supreme Court of Pakistan (Ã¿Ï€Ã¿Ã˜Ã¿ÃŸÅ¸Ã‘Ã¿â„¢ Ã¿Ï€Ã¿âˆÅ¸Ã–â‚¬Ã¥Å¸âˆž Å¸Ã¦Ã¿ÃŸâ„Â©Ã¿â‰¥Ã¿â„¢Ã¿ÃŸÅ¸Ãœ),low,,,
Pakistan,PAK,2018,Pakistan_2018_01,theislamabadhighcourtofpakistanheldthatpakistantelecommunicationsauthorityptawasexclusivelyvestedwiththepowersandjurisdictiontoblockcontentontheinternetwhichwastobeconductedindependentlyanduninfluence,25-May-18,Mixed Outcome,First Instance Court,Constitutional Law,Supreme Court of Pakistan (Ã¿Ï€Ã¿Ã˜Ã¿ÃŸÅ¸Ã‘Ã¿â„¢ Ã¿Ï€Ã¿âˆÅ¸Ã–â‚¬Ã¥Å¸âˆž Å¸Ã¦Ã¿ÃŸâ„Â©Ã¿â‰¥Ã¿â„¢Ã¿ÃŸÅ¸Ãœ),low,,,
Pakistan,PAK,2020,Pakistan_2020_02,theislamabadhighcourtinahabeascorpuspetitionfiledinconnectionwiththeabductionofjournalistmatiullahjandirectedthefederalgovernmenttocarryouttheinvestigationintotheabductionwithtransparencyanddiligences,20-Jul-20,Expands Expression,Appellate Court,Constitutional Law|Criminal Law,Supreme Court of Pakistan (Ã¿Ï€Ã¿Ã˜Ã¿ÃŸÅ¸Ã‘Ã¿â„¢ Ã¿Ï€Ã¿âˆÅ¸Ã–â‚¬Ã¥Å¸âˆž Å¸Ã¦Ã¿ÃŸâ„Â©Ã¿â‰¥Ã¿â„¢Ã¿ÃŸÅ¸Ãœ),mid,,,
Pakistan,PAK,2020,Pakistan_2020_03,theislamabadhighcourtaconstitutionalcourtinpakistanheldthattheinvestigationinitiatedagainstjournalistranamuhammedarshadbythefederalinvestigatingagencyfiabymeansofanundatednoticewasanabuseoftheprocedur,3-Nov-20,Expands Expression,Appellate Court,Constitutional Law|Criminal Law,Supreme Court of Pakistan (Ã¿Ï€Ã¿Ã˜Ã¿ÃŸÅ¸Ã‘Ã¿â„¢ Ã¿Ï€Ã¿âˆÅ¸Ã–â‚¬Ã¥Å¸âˆž Å¸Ã¦Ã¿ÃŸâ„Â©Ã¿â‰¥Ã¿â„¢Ã¿ÃŸÅ¸Ãœ),mid,,,
Pakistan,PAK,2023,Pakistan_2023_01,theoversightboardissuedasummarydecisiononnovemberoverturningmetasdecisiontoremoveapostedphotoofapakistaniuserattheirtraditionalpreweddingeventcontainingthearabicexpressionalhamdulillahpraisebetogodfor,16-Nov-23,Expands Expression,Oversight Board,International Human Rights Law,Supreme Court of Pakistan (Ã¿Ï€Ã¿Ã˜Ã¿ÃŸÅ¸Ã‘Ã¿â„¢ Ã¿Ï€Ã¿âˆÅ¸Ã–â‚¬Ã¥Å¸âˆž Å¸Ã¦Ã¿ÃŸâ„Â©Ã¿â‰¥Ã¿â„¢Ã¿ÃŸÅ¸Ãœ),oversight body,,,
Philippines,PHL,2014,Philippines_2014_01,thesupremecourtofphilippinesruledthatseveralprovisionsofthecybercrimepreventionactofviolatedfreedomofexpressionandprivacyfourteenpetitionersincludingthephilippinebarassociationthenationalpressclubanum,11-Feb-14,Expands Expression,Supreme (court of final appeal),Constitutional Law,Supreme Court of the Philippines (Kataas-taasang Hukuman ng Pilipinas),high,,,
Philippines,PHL,2014,Philippines_2014_03,therighttoprivacyisnotviolatedwhenathirdpartydownloadsimagesfromanindividualsfacebookpagethatareaccessiblebyfriendsoftheindividualorbythepublicatlarge,29-Sep-14,Mixed Outcome,Appellate Court,Civil Law,Supreme Court of the Philippines (Kataas-taasang Hukuman ng Pilipinas),mid,,,
Philippines,PHL,2023,Philippines_2023_01,thesupremecourtofthephilippinesfoundasocialmediacommentatorincontemptofcourtforonlinepoststhatharshlycriticizedajudgefollowingthedismissalofapetitionrelatedtothedesignationofagroupasaterroristorganiza,15-Aug-23,Mixed Outcome,Supreme (court of final appeal),Criminal Law,Supreme Court of the Philippines (Kataas-taasang Hukuman ng Pilipinas),high,,,
Poland,POL,2009,Poland_2009_01,theeuropeancourtofhumanrightsecthrunanimouslyheldthatapublishinghousesrightsunderarticleoftheeuropeanconventionfortheprotectionofhumanrightsandfundamentalfreedomshadbeenviolatedafteritwasfoundguiltyof,6-Oct-09,Expands Expression,European Court of Human Rights (ECtHR),International/Regional Human Rights Law,Constitutional Tribunal (Trybuynal Konstytucyjny),reg,,,
Poland,POL,2016,Poland_2016_01,theeuropeancourtofhumanrightsfoundaviolationoftherighttofreedomofexpressionwhereaneditorhadbeenconvictedofinsultandfinedforpublishingaharshandhighlycriticalarticleaboutlocalofficialsmaciejziembiskithe,5-Jul-16,Expands Expression,European Court of Human Rights (ECtHR),International/Regional Human Rights Law,Constitutional Tribunal (Trybuynal Konstytucyjny),reg,,,
Poland,POL,2019,Poland_2019_01,thepolishsupremecourtdisciplinarychamberfoundthatajudgedidnotanticipatethatanexplicitstatementontwitterwouldreverberateinthepublicdiscoursewhenheshouldhavedonesothejudgehadcomparedawellknownpolitician,16-May-19,Mixed Outcome,Supreme (court of final appeal),Constitutional Law,Constitutional Tribunal (Trybuynal Konstytucyjny),high,,,
Poland,POL,2022,Poland_2022_01,thedistrictcourtinwarsawviiicriminaldivisioninpolanddiscontinuedthecriminalproceedingsagainstawriterchargedwithinsultingthepresidentinafacebookpostthewriterdescribedthepresidentasaretarddebilandthepro,10-Jan-22,Expands Expression,First Instance Court,Criminal Law,Constitutional Tribunal (Trybuynal Konstytucyjny),low,,,
Poland,POL,2023,Poland_2023_01,apolishdistrictcourtupheldalowercourtsdecisiontodiscontinuecriminaldefamationproceedingsagainstanactressforstatementsshemadeinasocialmediaposttheactresshadrespondedtoavideoofborderofficialspreventinga,13-Feb-23,,Appellate Court,Criminal Law,Constitutional Tribunal (Trybuynal Konstytucyjny),mid,,,
Poland,POL,2023,Poland_2023_03,thepolishsupremecourtconfirmedalowercourtsrulingthatalthoughcriticismofpublicfigurescanbeharsherthanthatofotherssuchcriticismmustalsobewithincertainlimitsapoliticianhadpostedcriticalstatementsaboutano,26-Apr-23,Mixed Outcome,Supreme (court of final appeal),Constitutional Law,Constitutional Tribunal (Trybuynal Konstytucyjny),high,,,
Poland,POL,2024,Poland_2024_01,onjanuarytheoversightboardoverturnedmetasdecisiontokeepafacebookpostdepictingcurtainsbearingthecolorsofthetransgenderprideflagwithatextoverlaysayingcurtainsthathangthemselvesandspringcleaningltuploade,16-Jan-24,Mixed Outcome,Oversight Board,Meta's content policies,Constitutional Tribunal (Trybuynal Konstytucyjny),oversight body,,,
Singapore,SGP,2014,Singapore_2014_01,afundamentalcornerstoneoffreedomofthepressistheprotectionofsourcesthiscaseexemplifiesthisimportantprincipleandprotectsthesourcesoftheappellantbyreversingthedecisionofthelowercourttoallowpreactioninter,14-Jan-14,Expands Expression,Appellate Court,Civil Law,Supreme Court of Singapore,low,,,
Singapore,SGP,2015,Singapore_2015_02,inseptembersingaporeanbloggerandactivistroyngerngorganizedapublicdemonstrationcalledreturnourcpfathonglimparkdemandingthegovernmenttomakechangestothecompulsorysavingsplanpriortotheprotestthegroupobtai,7-Oct-15,Mixed Outcome,First Instance Court,Criminal Law,Supreme Court of Singapore,low,,,
Singapore,SGP,2020,Singapore_2020_02,thesingaporecourtofappealdismissedappealsonconvictionsentenceandcostsbroughtbythefirsttwopersonstobeconvictedforscandalisingcontemptundersaoftheadministrationofjusticeprotectionactactofthefirstappella,16-Mar-20,Contracts Expression,Appellate Court,Criminal Law,Supreme Court of Singapore,mid,,,
Singapore,SGP,2020,Singapore_2020_03,thesingaporehighcourtheldthataprovisioncriminalizingmalesamesexsexualconductdidnotinfringetherightstofreedomofexpressionequalityandlifeandpersonallibertyalthoughthehighcourthadheldthattheprovisionwasc,30-Mar-20,Contracts Expression,First Instance Court,Constitutional Law,Supreme Court of Singapore,low,,,
Singapore,SGP,2020,Singapore_2020_04,thecourtofappealofsingaporedismissedacriminalreferenceonthequestionofwhetherthecreationofanoffenceforfailingtoobtainapermitforanassemblyundersectionaofthepublicorderactisaconstitutionallyvalidderogati,6-Nov-20,Contracts Expression,Appellate Court,Constitutional Law,Supreme Court of Singapore,mid,,,
Somalia,SOM,2022,Somalia_2022_01,theoversightboardissuedasummarydecisionoverturningmetasinitialdecisiontoremovetwofacebookpostsreferencingtheterroristorganizationalshabaabmetaremovedbothpostsforviolatingitsdangerousorganizationsandin,22-Nov-22,Expands Expression,Oversight Board,Meta's content policies,,oversight body,,,
South Africa,ZAF,2005,South Africa_2005_05,thehighcourtofsouthafricaforthecapeofgoodhopeprovincialdivisiongrantedabroadcastingcompanyaccesstorecordlegalproceedingsanddeterminedthatcourtswithintheirdiscretionshouldadoptaflexibleapproachthatfavo,31-Aug-05,Expands Expression,First Instance Court,Administrative Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2005,South Africa_2005_02,thesupremecourtofappealforsouthafricaheldthattheconstitutionandaccesstoinformationactallowforaccesstoinformationheldbyprivatepartieswhenreasonablyrequiredthepetitionershareholdersneedforcorporatedocum,24-Mar-05,Contracts Expression,Supreme (court of final appeal),Administrative Law|Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2005,South Africa_2005_04,theconstitutionalcourtofsouthafricarejectedanapplicationforaninjunctionsoughtbysouthafricanbreweriessabtoprohibittheuseofitstrademarkbytheclothingcompanylaughitoffpromotionswhichfrequentlyuseswellknow,27-May-05,Mixed Outcome,Constitutional Court,Civil Law,Constitutional Court,high,,,
South Africa,ZAF,2005,South Africa_2005_01,thehighcourtofsouthafricatransvaalprovincialdivisiongrantedbiowatchaccesstoinformationaboutgeneticallymodifiedcropsandheldthatthestatehasadutytoassistthoseseekinginformationevenwherearequestisconsider,23-Feb-05,Expands Expression,First Instance Court,Administrative Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2005,South Africa_2005_03,thewesterncapehighcourtforsouthafricaheldthataccesstoinformationmayonlybepursuedthroughthepromotionofaccesstoinformationactandnotthroughsectionoftheconstitutionfurtheritreasonedthatpoliticalpartiesare,20-Apr-05,Contracts Expression,First Instance Court,Administrative Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2006,South Africa_2006_02,thesouthafricansupremecourtheldthataretiredpilotwasentitledunderthepromotionofaccesstoinformationactpaiatoarecordheldbyaprivateairlinebecausehewasabletoestablishthattherecordexistedandthatheneededitto,30-Nov-06,Expands Expression,Supreme (court of final appeal),Administrative Law,Constitutional Court,high,,,
South Africa,ZAF,2007,South Africa_2007_01,theconstitutionalcourtofsouthafricaruledthatthedisclosureofprivateandconfidentialmedicalinformationinabookwithoutthefullandinformedconsentfromtheindividualswasaninfringementoftheirrighttoprivacythreew,4-Apr-07,Mixed Outcome,Constitutional Court,Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2009,South Africa_2009_01,thejudicialservicecommitteesdecisiontoholdaclosedpreliminaryhearingandinvestigationintotheincapacityincompetenceormisconductofjudgepresidenthlophewassetasidethecourtorderedanewhearingwhichwouldbeopent,29-Jul-09,Expands Expression,First Instance Court,Administrative Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2010,South Africa_2010_02,thesupremecourtheldthatunderthesouthafricanbillofrightsandthepromotionofaccesstoinformationactofconclusoryaffidavitsprovidedbythepresidenttojustifythesecrecyofareportonthezimbabweelectionspreparedbytw,14-Dec-10,Expands Expression,Supreme (court of final appeal),Administrative Law|Constitutional Law|Law of Evidence,Constitutional Court,high,,,
South Africa,ZAF,2011,South Africa_2011_03,bycirculatingaphotoshoppedpicturewhichdepictedtherespondentwithanothermaninasexuallysuggestiveposetheapplicantswereliablefordefamationtheywereliablebecauseareasonablepersoncouldhaveassociatedtherespon,3-Aug-11,Contracts Expression,Supreme (court of final appeal),Civil Law|Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2011,South Africa_2011_05,thepresidentoftheafricannationalcongressyouthleaguejuliusmalemawasfoundtoguiltyofhatespeechafterheonseveraloccasionssangversesfromasouthafricanliberationsongthewordsofthesongtranslatedtoshoottheboersf,12-Sep-11,Mixed Outcome,First Instance Court,Administrative Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2011,South Africa_2011_01,thecourtdeniedtheapplicantsattempttointerdictanewspaperspublicationofcertainquestionsallegingcertainfinancialimproprietiesbecausetheapplicantdidnotraiseavaliddefamationclaimtheapplicanthadtheopportuni,11-Mar-11,Expands Expression,First Instance Court,Civil Law,Constitutional Court,low,,,
South Africa,ZAF,2011,South Africa_2011_04,jangeorgedelangeafinancialjournalistformediarequestedinformationfromeskomholdingsltdasouthafricansupplierofelectricityregardingeskomscontractswithitsaffiliatesdelangesrequestsoughtdisclosureabouteskom,5-Aug-11,Expands Expression,First Instance Court,Administrative Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2012,South Africa_2012_02,thesouthafricasupremecourtofappealupheldadecisionoftheeasterncapehighcourtwhichstatedthatinformationfallingunderoneoftheexemptionsfromdisclosureunderthepromotionofaccesstoinformationactpaiamustneverth,21-Nov-12,Expands Expression,Appellate Court,Administrative Law,Constitutional Court,mid,,,
South Africa,ZAF,2014,South Africa_2014_01,mediaoutletsinsouthafricarequestedpermissiontobroadcastoscarpistoriousstrialthecourtconsideredargumentsagainstbroadcastingthetrialincludingeffectonwitnessesthenorthgautenghighcourtheldthatwithsomeexce,25-Feb-14,Expands Expression,First Instance Court,Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2014,South Africa_2014_03,aftergeorgeprokasplacedabillboardindowntownjohannesburgcallingcellcthemostuselessserviceproviderinsaasexperiencedbycellcsandtoncitycellcfiledanurgentrequestwiththehighcourtofsouthafricarequestingtheco,13-Nov-14,Expands Expression,First Instance Court,Civil Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2014,South Africa_2014_02,thesupremecourtofappealofsouthafricaheldthatthepromotionofaccesstoinformationactofdidnotsupportthegovernmentsrefusaltograntaccesstoareportmadebytwoseniorjudgesconcerningthezimbabweelectionsbecausethei,19-Sep-14,Expands Expression,Appellate Court,Administrative Law|Constitutional Law,Constitutional Court,mid,,,
South Africa,ZAF,2014,South Africa_2014_05,ondecemberthehighcourtofsouthafricagautenglocaldivisionheldthattherefusalofgovernmentauthoritiestodisclosethenationalkeypointsspeciallydesignatedlocationsonthebasisofnationalsecurityunderthepromotiono,3-Dec-14,Expands Expression,First Instance Court,Administrative Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2015,South Africa_2015_03,innovemberthreemajornewsoutletsofsouthafricabusinessdailymoneywebandmediasoughttopublishthecontentsofaconfidentiallegalmemorandumpreparedbyaninhousecounselofthesouthafricanairwayssaathememoprimarilyco,17-Dec-15,Expands Expression,Appellate Court,Civil Law|Constitutional Law,Constitutional Court,mid,,,
South Africa,ZAF,2015,South Africa_2015_02,southafricascourtofappealaffirmedtheprincipleofopenjusticewhenitheldthatcourtrecordsarebydefaultpublicdocumentsassuchtheymustbemadeavailabletothepublicastheyarefiledevenifcourtproceedingshavenotyetcom,30-Mar-15,Expands Expression,Supreme (court of final appeal),Administrative Law|Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2016,South Africa_2016_04,thesupremecourtofappealofsouthafricastruckdowntwomainprovisionsofparliamentsrulesandpoliciesthatprohibitlivetelevisionbroadcastingofincidentsofdisorderoraltercationwhenparliamentisinsessiontheappealha,29-Sep-16,Expands Expression,Supreme (court of final appeal),Administrative Law|Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2016,South Africa_2016_02,thesupremecourtofappealupheldtherightofthemediaandthepublictohaveaccesstocompaniesshareregistersthecourtheldthatanunqualifiedrightofaccesstoacompanyssecuritiesregisterwasessentialforbotheffectivejourn,12-May-16,Expands Expression,Supreme (court of final appeal),Administrative Law|Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2016,South Africa_2016_01,thecomplaintsandcompliancecommitteecccattheindependentcommunicationsauthorityofsouthafricaheldthattheorderbythesouthafricanbroadcastingcorporationsabctonolongerbroadcastfootageofthedestructionofpublic,24-Feb-16,Expands Expression,Specialized Court/Tribunal,Administrative Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2017,South Africa_2017_02,thehighcourtofsouthafricagrantedanumberofordersforbiddingtheblackfirstlandfirstorganizationfromengaginginamongotherthingsactsofintimidationharassmentandthreatsdirectedatcertainjournaliststhehighcourta,7-Jul-17,Mixed Outcome,First Instance Court,Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2018,South Africa_2018_04,thesouthafricanconstitutionalcourtcourtheldthatalegislativeprovisionthatcriminalizedthefailuretonotifylawenforcementofassembliesofmorethanfifteenpeoplewasanunjustifiablelimitationontherighttofreedomof,19-Nov-18,Expands Expression,Constitutional Court,Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2018,South Africa_2018_02,thesouthafricanconstitutionalcourtheldthattherighttoaccessinformationreadwiththeentitlementtoexerciseaninformedrighttovoteimplicitlydemandedthatinformationontheprivatefundingofpoliticalpartiesandindep,21-Jun-18,Expands Expression,Constitutional Court,Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2018,South Africa_2018_03,thehighcourtofsouthafricasetasideadecisionofthefilmandpublicationappealtribunaltribunalthatreclassifiedacontroversialfilmasxbecauseitdepictedsecretiveinitiationritualsandasamesexrelationshipintheconte,27-Jun-18,Mixed Outcome,Administrative Court,Administrative Law,Constitutional Court,low,,,
South Africa,ZAF,2019,South Africa_2019_01,thesouthgautenghighcourtinjohannesburgsouthafricaruledthatthefailureofapoliticalpartytocondemnitssupportersharassmentofandthreatsagainstajournalistviolatedthesouthafricanelectoralcodetheleaderofthepar,6-Jun-19,Mixed Outcome,First Instance Court,Election Law,Constitutional Court,low,,,
South Africa,ZAF,2019,South Africa_2019_02,thenorthgautenghighcourtinpretoriasouthafricadeclaredthebulkinterceptionofcommunicationsanunjustifiablelimitationtotherighttoprivacyandfoundvariousaspectsofsurveillancelegislationunconstitutionalaninv,16-Sep-19,Expands Expression,First Instance Court,Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2019,South Africa_2019_03,thesouthafricanconstitutionalcourtruledthatprovisionsintheintimidationactwereanunconstitutionallimittotherighttofreedomofexpressionbecausetheycriminalizedspeechthatdidnotconstituteanincitementofimmine,22-Oct-19,Expands Expression,Constitutional Court,Criminal Law,Constitutional Court,high,,,
South Africa,ZAF,2020,South Africa_2020_03,thenorthgautenghighcourtinsouthafricaissuedadeclarationthatlawenforcementofficialsareboundbytheconstitutionthelawandinternationaltreatieswhenenforcingregulationsenactedtoaddressthecoronaviruspandemica,15-May-20,Expands Expression,First Instance Court,Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2020,South Africa_2020_05,thesupremecourtofappealinsouthafricaupheldahighcourtrulingthatapoliticalpartyhaddefamedaformerpoliticianbycallinghimcorruptandnepotisticanddescribingaprocessoverwhichhewaspresidingsecretivetheformerpo,17-Nov-20,Mixed Outcome,Constitutional Court,Civil Law,Constitutional Court,high,,,
South Africa,ZAF,2020,South Africa_2020_06,thesouthafricanconstitutionalcourtheldthataprovisioncriminalizingincitementtoanyoffencewasoverlybroadandaninfringementoftherighttofreedomofexpressionafterapoliticalleaderwaschargedwithincitementforenc,27-Nov-20,Expands Expression,Constitutional Court,Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2020,South Africa_2020_04,thesouthafricansupremecourtofappealsetasidethedecisionofthesouthafricanreservebanksarbtorefusearequestforinformationrelatedtoindividualssuspectedofapartheideraeconomiccrimeafterreceivingtherequestthes,29-May-20,Expands Expression,Appellate Court,Constitutional Law,Constitutional Court,mid,,,
South Africa,ZAF,2020,South Africa_2020_01,thesouthgautenghighcourtinjohannesburgheldthatstatementsmadebyapoliticalpartythatcertainjournalistshadbeenapartheidagentsweredefamatorytheapplicationwasbroughtbytwojournalistsafterthepartypublishedast,24-Jan-20,Mixed Outcome,First Instance Court,Civil Law,Constitutional Court,low,,,
South Africa,ZAF,2021,South Africa_2021_02,thejohannesburghighcourtinsouthafricaheldthatanarticlepublishedbyindependentmediaptyltdaccusingaprominentbusinesswomanofcurrencymanipulationwasdefamatorythearticlehadbeenpublishedafterthebusinesswoman,28-May-21,Mixed Outcome,First Instance Court,Civil Law,Constitutional Court,low,,,
South Africa,ZAF,2021,South Africa_2021_01,thesouthafricanconstitutionalcourtdeclaredvariouselementsofthelegislationauthorizinginterceptionofcommunicationsunconstitutionalandinvalidafterajournalistlearnedthathiscommunicationshadbeenintercepted,4-Feb-21,Expands Expression,Constitutional Court,Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2021,South Africa_2021_06,onseptembertheoversightboardupheldfacebooksnowmetadecisiontoremoveapostdiscussingsouthafricansocietyunderitshatespeechcommunitystandardthepostpublishedinafacebookpublicgroupdiscussedmultiracialisminso,28-Sep-21,Mixed Outcome,Oversight Board,"International Human Rights Law, Meta's content policies",Constitutional Court,oversight body,,,
South Africa,ZAF,2021,South Africa_2021_05,thejohannesburghighcourtinsouthafricaheldthatadefamationcasebroughtbyaformerpoliticallyconnectedexecutiveofthenationalelectricityentityconstitutedaslappsuittheexecutivehadsoughtanapologyinterdictandda,7-Sep-21,Expands Expression,First Instance Court,Civil Law,Constitutional Court,low,,,
South Africa,ZAF,2021,South Africa_2021_03,thebroadcastingcomplaintscommissionofsouthafricabccsaheldthatatelevisionprogramonanewschannelhadinfringeditscodeofconductbyfeaturinganinterviewwithacovidconspiracytheoristwhomadeanumberoffalsestatemen,30-Jun-21,Mixed Outcome,Administrative Court,Administrative Law,Constitutional Court,low,,,
South Africa,ZAF,2022,South Africa_2022_02,thewesterncapehighcourtincapetownsouthafricaheldthataprivatecompanywasnotentitledtorefuseaccesstoafinancialreportcommissionedtoinvestigateallegedauditingirregularitiestwomediaentitieshadfiledaccesstoi,10-May-22,Expands Expression,First Instance Court,Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2022,South Africa_2022_03,thehighcourtinjohannesburgsouthafricaheldthatthelevyingoffeesforplannedprotestswasirrationalandunjustifiablylimitedtherighttoprotestaftertheconvenorofaplannedprotestwaschargedanominalfeeofrapproxusbyt,10-Jun-22,Expands Expression,First Instance Court,Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2022,South Africa_2022_01,thesouthafricanconstitutionalcourtassessedaseriesofstatementsmadeinrelationtotheisraelpalestineconflictandheldthatastatementwithareferencetohitlerconstitutedhatespeechbutthatothersconcerningthestateof,16-Feb-22,Expands Expression,Constitutional Court,Constitutional Law,Constitutional Court,high,,,
South Africa,ZAF,2022,South Africa_2022_04,theconstitutionalcourtofsouthafricaruledthataslappsuitdefenseexistsinsouthafricanlawaspartofthebroadcategoryofabuseofprocessaftertwoaustralianminingcompaniesbroughtdefamationsuitsagainstenvironmentall,14-Nov-22,Expands Expression,Constitutional Court,Civil Law,Constitutional Court,high,,,
South Africa,ZAF,2023,South Africa_2023_03,asouthafricanhighcourtsetasideaninteriminjunctionwhichhadorderedamediaoutlettoreturndocumentsithadinitspossessionandrestrainedthemfromfurtherpublicationafteraseriesofarticlescriticalofagroupofcompanie,3-Jul-23,Expands Expression,First Instance Court,Civil Law,Constitutional Court,low,,,
South Africa,ZAF,2023,South Africa_2023_01,thesouthafricansupremecourtofappealconfirmedthedecisionoftheequalitycourtthatgratuitousdisplaysoftheoldnationalflagconstituteshatespeechunfairdiscriminationandharassmentthecasehadbeenbroughtbyanongove,21-Apr-23,Contracts Expression,First Instance Court,Civil Law|Constitutional Law,Constitutional Court,low,,,
South Africa,ZAF,2023,South Africa_2023_04,ahighcourtinsouthafricarefusedtoenrollanurgentapplicationforaninterdictagainstamediahouseonthegroundsthattheapplicationconstitutedaslappsuittwoprominentbusinessmensoughtanurgentinterdicttopreventonesp,8-Aug-23,Expands Expression,First Instance Court,Civil Law,Constitutional Court,low,,,
Thailand,THA,2013,Thailand_2013_01,somyotpruksakasemsukanactivistandeditorofthemagazinethevoiceoftaksinwaschargedunderthailandslesemajestelawsfortwoarticlesthatappearedinthemagazinethearticleswereconsideredinsultingthethaimonarchyandpr,23-Jan-13,Contracts Expression,Appellate Court,Criminal Law,Constitutional Court (â€¡âˆÂ®â€¡âˆâ‰¤â€¡âˆâ€¢â€¡âˆÂ£â€¡âˆÂ±â€¡âˆÃªâ€¡âˆÃ²â€¡âˆÂ£â€¡âˆÂ£â€¡âˆÂ°â€¡âˆÃ´â€¡âˆÏ€â€¡âˆÃ§),mid,,,
Thailand,THA,2015,Thailand_2015_03,thiensuthampostedfivemessagesonafacebookpageunderanaccountcalledyaidaengduetthecontentwasconsideredbythecourtaslsemajestandhewasfoundguiltyonmarchbythemilitarycourtwhichhandeddownayearjailtermthesente,31-Mar-15,Contracts Expression,Military Court,Criminal Law,Constitutional Court (â€¡âˆÂ®â€¡âˆâ‰¤â€¡âˆâ€¢â€¡âˆÂ£â€¡âˆÂ±â€¡âˆÃªâ€¡âˆÃ²â€¡âˆÂ£â€¡âˆÂ£â€¡âˆÂ°â€¡âˆÃ´â€¡âˆÏ€â€¡âˆÃ§),low,,,
